ccode,country,year,cyr,genyr,severity,magnitud,maglag,stfl,stfllag,coups,couplag,coldwar,regtype,rtyplag,marg,iperp,itarget,ineutral,iperplag,itarglag,ineutlag,ainr,ainr2y,ainr2ylg,ainr3y,aibr,aibr2y,aibr2ylg,aibr3y,ainrlag,aibrlag,economist,newsweek,avmdia,avmdia2y,avm2ylag,avmdia3y,econolag,nwswklag,avmdiala,pop,lpop,lpoplag,usmil,lusmil,usmillag,lusmilag,unchr,unchrlag,physint,ptsavg,archigos,archilag,punishlg,mag010,mag010lg,telephon,telep100,chngtele,chngtlag,ainr3ylg,aibr3ylg,avm3ylag
625,Sudan,1966,6251966,11,48000,3.5,3,1,1,1,0,1,7,7,9.15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.24E+07,16.33,16.31,0.7,-0.36,1.7,0.53,,,,,0,0,,7,6,,,,,,,
625,Sudan,1967,6251967,12,48000,3.5,3.5,1,1,0,0,1,7,7,9.51,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.27E+07,16.36,16.33,8.2,2.1,0.7,-0.36,,,,,0,0,,7,7,,,,,,,
625,Sudan,1968,6251968,13,48000,3.5,3.5,1,1,0,0,1,7,7,9.18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.31E+07,16.38,16.36,0,,8.2,2.1,,,,,0,0,,7,7,,,,,,,
625,Sudan,1969,6251969,14,48000,3.5,3.5,1,1,4,0,1,2,7,10.21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.34E+07,16.41,16.38,0,,0,,,,,,1,0,,7,7,,,,,,,
625,Sudan,1970,6251970,15,48000,3.5,3.5,1,1,2,4,1,-3,2,10.27,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.38E+07,16.44,16.41,0,,0,,,,,,0,1,,7,7,33300,0.22142735,,,,,
625,Sudan,1971,6251971,16,12000,2.5,3.5,1,1,1,2,1,-7,-3,10.12,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,1.42E+07,16.47,16.44,0,,0,,,,,,2,0,,5,7,,,,,,,
625,Sudan,1972,6251972,17,12000,2.5,2.5,1,1,0,1,1,-7,-7,11.67,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,1.46E+07,16.5,16.47,0,,0,,,,,,0,2,,5,5,,,,,,,
625,Sudan,1973,6251973,18,0,0,2.5,0,1,1,0,1,-7,-7,12.58,,,,1,0,0,,,,,,,,,,,,,,,,,,,,1.51E+07,16.53,16.5,0,-3.69,0,,,,,,0,0,,0,5,,,,,,,
625,Sudan,1983,6251983,1,24000,3,0,1,0,0,1,1,-7,-7,17.76,0,0,0,0,0,0,0,0,0,0,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,2.18E+07,16.9,16.83,81.5,4.4,81.5,4.4,0,0,4,2.5,0,0,0,6,0,51859,0.22886178,7.408558,,0,0,0
625,Sudan,1984,6251984,2,48000,3.5,3,1,1,1,0,1,-7,-7,21.05,0,0,0,0,0,0,0,0,0,0,8,10,3,11,0,2,0,0,0,0,0,0,0,0,0,2.25E+07,16.93,16.9,82.4,4.41,82.4,4.41,0,0,4,3,0,0,0,7,6,54973,0.23518693,6.0047436,7.408558,0,5,0
625,Sudan,1985,6251985,3,48000,3.5,3.5,1,1,2,1,1,1,-7,32.87,0,0,0,0,0,0,1,1,0,1,8,16,10,18,0,8,0,0,0,0,0,0,0,0,0,2.32E+07,16.96,16.93,79.7,4.38,79.7,4.38,0,0,5,3,1,0,0,7,7,57642,0.23965701,4.8551106,6.0047436,0,11,0
625,Sudan,1986,6251986,4,48000,3.5,3.5,1,1,0,2,1,7,1,31.89,1,0,0,0,0,0,0,1,1,1,2,10,16,18,1,2,0,0,0,0,0,0,0,0,0,2.39E+07,16.99,16.96,28.6,2.89,28.6,3.35,0,0,3,3.5,0,1,0,7,7,58150,0.23558624,0.8813018,4.8551106,1,18,0
625,Sudan,1987,6251987,5,192000,4.5,3.5,1,1,0,0,1,7,7,35.19,0,0,0,1,0,0,0,0,1,1,0,2,10,10,0,2,0,0,0,0,0,0,0,0,0,2.44E+07,17.01,16.99,9.8,1.95,9.8,2.28,0,0,5,4,0,0,0,9,7,58745,0.23240651,1.0232158,0.8813018,1,18,0
625,Sudan,1988,6251988,6,512000,5,4.5,1,1,0,0,1,7,7,35.26,0,0,0,0,0,0,1,1,0,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.48E+07,17.03,17.01,1.4,0.64,1.4,0.34,0,0,2,5,0,0,0,10,9,59000,0.22818911,0.4340795,1.0232158,1,10,0
625,Sudan,1989,6251989,7,96000,4,5,1,1,1,0,1,-7,7,30.63,0,0,2,0,0,0,2,3,1,3,11,13,2,13,1,2,0,0,0,0,0,0,0,0,0,2.53E+07,17.05,17.03,1.4,0.64,1.4,0.34,0,0,1,3.5,1,0,0,8,10,60000,0.22681999,1.6949153,0.4340795,1,4,0
625,Sudan,1990,6251990,8,96000,4,4,1,1,2,1,0,-7,-7,40.53,0,0,0,0,0,1,1,3,3,4,18,29,13,31,2,11,0,0,0,0,0,0,0,0,0,2.60E+07,17.08,17.05,0,,0,,1,0,1,4,0,1,0,8,8,62000,0.22885507,3.3333333,1.6949153,3,13,0
625,Sudan,1991,6251991,9,96000,4,4,1,1,2,2,0,-7,-7,43.54,0,0,0,0,0,0,0,1,3,3,13,31,29,42,1,18,0,0,0,0,0,0,0,0,0,2.69E+07,17.11,17.08,0,,0,,1,1,1,4.5,0,0,2,8,8,63600,0.22895898,2.580645,3.3333333,4,31,0
625,Sudan,1992,6251992,10,192000,4.5,4,1,1,2,2,0,-7,-7,54.82,0,0,0,0,0,0,1,1,1,2,11,24,31,42,0,13,0,1,1,1,0,1,0,0,0,2.79E+07,17.14,17.11,0,,0,,1,1,0,5,0,0,2,9,8,64000,0.22452453,0.6289308,2.580645,3,42,0
625,Sudan,1993,6251993,11,192000,4.5,4.5,1,1,0,2,0,-7,-7,50.74,0,0,0,0,0,0,1,2,1,2,6,17,24,30,1,11,2,0,1,2,1,2,0,1,1,2.86E+07,17.17,17.14,0,,0,,1,1,0,5,0,0,4,9,9,64000,0.21869144,0,0.6289308,2,42,0.5
625,Sudan,1994,6251994,12,96000,4,4.5,1,1,0,0,0,-7,-7,54.57,0,0,0,0,0,0,1,2,2,3,7,13,17,24,1,6,0,0,0,1,2,2,2,0,1,2.93E+07,17.19,17.17,0,,0,,1,1,2,5,0,0,4,8,9,64000,0.21299934,0,0,2,30,1.5
625,Sudan,1995,6251995,13,96000,4,4,1,1,0,0,0,-7,-7,57.44,0,1,0,0,0,0,7,8,2,9,11,18,13,24,1,7,2,0,1,1,1,2,0,0,0,3.01E+07,17.22,17.19,0,,0,,1,1,2,4.5,0,0,4,8,8,75000,0.2431807,17.1875,0,3,24,1.5
625,Sudan,1996,6251996,14,96000,4,4,1,1,1,0,0,-7,-7,5.96,0,0,0,0,1,0,2,9,8,10,3,14,18,21,7,11,0,0,0,1,1,1,2,0,1,3.08E+07,17.24,17.22,0,,0,,1,1,0,4.5,0,0,4,8,8,99000,0.31280208,32,17.1875,9,24,2
625,Sudan,1997,6251997,15,96000,4,4,1,1,0,1,0,-7,-7,5.5,0,3,0,0,0,0,0,2,9,9,2,5,14,16,2,3,0,1,1,1,1,2,0,0,0,3.16E+07,17.27,17.24,0,,0,,1,1,0,4.5,0,0,4,8,8,112544,0.3465846,13.680808,32,10,21,1
625,Sudan,1998,6251998,16,192000,4.5,4,1,1,0,0,0,-7,-7,5.09,0,2,0,0,3,0,1,1,2,3,1,3,5,6,0,2,0,0,0,1,1,1,0,1,1,3.25E+07,17.3,17.27,0,,0,,1,1,0,4.5,0,0,4,9,8,162225,0.48718914,44.143623,13.680808,9,16,1.5
625,Sudan,1999,6251999,17,24000,3,4.5,1,1,0,0,0,-7,-7,5.03,0,0,0,0,2,0,1,2,1,2,2,3,3,5,1,1,0,3,2,2,1,3,0,0,0,3.33E+07,17.32,17.3,0,,0,,1,1,0,5,0,0,4,6,9,251420,0.7370445,54.982277,44.143623,3,6,0.5
625,Sudan,2000,6252000,18,12000,2.5,3,1,1,0,0,0,-7,-7,4.08,0,0,0,0,0,0,2,3,2,4,2,4,3,5,1,2,3,0,2,4,2,4,0,3,2,3.42E+07,17.35,17.32,0,,0,,1,1,0,5,0,0,4,5,6,386775,1.1081117,53.836212,54.982277,2,5,2
625,Sudan,2001,6252001,19,12000,2.5,2.5,1,1,0,0,0,-7,-7,3.38,0,0,0,0,0,0,2,4,3,5,1,3,4,5,2,2,0,3,2,4,4,6,3,0,2,3.51E+07,17.37,17.35,0,,0,,,1,0,5,0,0,4,5,5,448000,1.2560596,15.829617,53.836212,4,5,3
625,Sudan,2002,6252002,20,12000,2.5,2.5,1,1,0,0,0,-7,-7,3.23,0,0,0,0,0,0,6,8,4,10,1,2,3,4,2,1,0,0,0,2,4,4,0,3,2,3.59E+07,17.4,17.37,0,,0,,,,0,4.5,0,0,,5,5,671842,1.8453721,49.964733,15.829617,5,5,4.5
625,Sudan,2003,6252003,1,96000,4,2.5,1,1,0,0,0,-6,-7,2.87,0,0,0,0,0,1,17,23,8,25,12,13,2,14,6,1,0,1,1,1,2,3,0,0,0,3.66E+07,17.42,17.4,0,,0,,,,0,5,0,0,,8,5,936756,2.522083,39.430996,49.964733,10,4,3
625,Sudan,2004,6252004,2,192000,4.5,4,1,1,2,0,0,-6,-6,2.37,0,0,3,0,0,1,39,56,23,62,35,47,13,48,17,12,13,3,8,9,1,9,0,1,1,3.71E+07,17.43,17.42,5.5,1.7,0,,,,2,5,0,0,,9,8,1028899,2.7147899,9.836392,39.430996,25,14,2
625,Sudan,2005,6252005,3,48000,3.5,4.5,1,1,0,2,0,-4,-6,1.83,1,0,2,0,0,3,28,67,56,84,12,47,47,59,39,35,3,0,2,10,9,11,13,3,8,3.78E+07,17.45,17.43,166.9,5.12,5.5,1.7,,,1,5,,0,,7,9,570000,1.4729264,-44.600975,9.836392,62,48,8.5
625,Sudan,2006,6252006,4,24000,3,3.5,1,1,0,0,0,-4,-4,1.67,0,0,2,1,0,2,24,52,67,91,40,52,47,87,28,12,4,2,3,5,10,13,3,0,2,3.86E+07,17.47,17.45,153.8,5.04,166.9,5.12,,,1,5,,,,6,7,499000,1.2618515,-12.4561405,-44.600975,84,59,10
625,Sudan,2007,6252007,5,12000,2.5,3,1,1,1,0,0,-4,-4,1.6,0,0,2,0,0,2,23,47,52,75,22,62,52,74,24,40,6,4,5,8,5,10,4,2,3,3.94E+07,17.49,17.47,254.1,5.54,153.8,5.04,,,1,5,,,,5,6,345194,0.8537581,-30.822845,-12.4561405,91,87,12.5
625,Sudan,2008,6252008,6,24000,3,2.5,1,1,1,1,0,-4,-4,1.5,0,0,1,0,0,2,7,30,47,54,6,28,62,68,24,22,9,2,6,11,8,14,6,4,5,4.02E+07,17.51,17.49,,,254.1,5.54,,,,5,,,,6,5,366200,0.8856594,6.0852737,-30.822845,75,74,9.5
630,Iran,1981,6301981,1,3000,1.5,0,1,1,0,2,1,-4,-2,1.94,0,1,0,0,2,0,2,4,1,5,6,6,2,8,2,0,0,0,0,1,3,4,0,0,0,4.11E+07,17.53,17.49,0,,0,,1,0,1,4.5,0,0,0,3,0,1025043,2.52848,12.01162,,6,2,8.5
630,Iran,1982,6301982,2,650,0.5,1.5,1,1,1,0,1,-6,-4,1.35,0,1,0,0,1,0,1,3,4,5,7,13,6,13,2,6,2,0,1,1,1,2,0,0,0,4.29E+07,17.57,17.53,0,,0,,1,1,0,5,0,0,4,1,3,1055757,2.512306,2.9963622,12.01162,5,8,4
630,Iran,1983,6301983,3,650,0.5,0.5,1,1,0,1,1,-6,-6,0.93,0,1,0,0,1,0,1,2,3,4,6,13,13,19,1,7,1,0,1,2,1,2,2,0,1,4.46E+07,17.61,17.57,0,,0,,1,1,0,5,0,0,4,1,1,1120670,2.5705435,6.1484795,2.9963622,5,13,2
630,Iran,1984,6301984,4,650,0.5,0.5,1,1,1,0,1,-6,-6,1.34,0,1,0,0,1,0,0,1,2,2,6,12,13,19,1,6,1,0,1,2,2,3,1,0,1,4.64E+07,17.65,17.61,0,,0,,1,1,1,5,0,0,4,1,1,1202166,2.6548738,7.2720785,6.1484795,4,19,1.5
630,Iran,1985,6301985,5,650,0.5,0.5,1,1,0,1,1,-6,-6,1.51,0,1,0,0,1,0,0,0,1,1,8,14,12,20,0,6,0,0,0,1,1,2,1,0,1,4.82E+07,17.69,17.65,0,,0,,1,1,1,5,0,0,4,1,1,1318638,2.7996562,9.688512,7.2720785,2,19,2
630,Iran,1986,6301986,6,650,0.5,0.5,0,1,0,0,1,-6,-6,2.23,0,1,0,0,1,0,0,0,0,0,7,15,14,21,0,8,0,0,0,0,1,1,0,0,0,5.00E+07,17.73,17.69,0,,0,,1,1,1,4.5,0,0,4,1,1,1480235,3.032059,12.254842,9.688512,1,20,1
630,Iran,1987,6301987,7,150,0,0.5,0,0,0,0,1,-6,-6,2.35,0,1,0,0,1,0,1,1,0,1,3,10,15,18,0,7,0,1,1,1,0,1,0,0,0,5.16E+07,17.76,17.73,0,,0,,1,1,1,5,0,0,4,0,1,1661228,3.2945216,12.227315,12.254842,0,21,0.5
630,Iran,1988,6301988,8,3000,1.5,0,0,0,0,0,1,-6,-6,3.15,0,1,1,0,1,0,1,2,1,2,12,15,10,22,1,3,1,1,1,2,1,2,0,1,1,5.30E+07,17.79,17.76,0,,0,,1,1,1,5,0,0,4,3,0,1879682,3.6218622,13.150151,12.227315,1,18,0.5
630,Iran,1989,6301989,9,1500,1,1.5,0,0,0,0,1,-6,-6,2.49,0,0,0,0,1,1,1,2,2,3,13,25,15,28,1,12,0,2,1,2,2,3,1,1,1,5.45E+07,17.81,17.79,0,,0,,1,1,2,4.5,0,0,4,2,3,2029038,3.8119779,7.945812,13.150151,2,22,1.5
630,Iran,1990,6301990,10,1500,1,1,0,0,0,0,0,-6,-6,2.2,0,0,0,0,0,0,3,4,2,5,17,30,25,42,1,13,0,0,0,1,2,2,0,2,1,5.67E+07,17.85,17.81,0,,0,,1,1,1,4,0,0,4,2,2,2199285,4.0428033,8.390528,7.945812,3,28,2.5
630,Iran,1991,6301991,11,650,0.5,1,0,0,0,0,0,-6,-6,1.89,0,0,0,0,0,0,0,3,4,4,15,32,30,45,3,17,2,0,1,1,1,2,0,0,0,5.88E+07,17.89,17.85,0,,0,,1,1,1,4,0,0,4,1,2,2456437,4.443486,11.692528,8.390528,5,42,2
630,Iran,1992,6301992,12,650,0.5,0.5,0,0,0,0,0,-6,-6,1.96,0,0,0,0,0,0,0,0,3,3,20,35,32,52,0,15,1,0,1,2,1,2,2,0,1,6.00E+07,17.91,17.89,0,,0,,1,1,3,4,0,0,4,1,1,2997852,5.336365,22.040663,11.692528,4,45,2
630,Iran,1993,6301993,13,0,0,0.5,0,0,0,0,0,-6,-6,2.36,,,,0,0,0,1,1,0,1,6,26,35,41,0,20,1,0,1,2,2,3,1,0,1,6.02E+07,17.91,17.91,0,,0,,1,1,1,3.5,0,0,4,0,1,3597900,6.302336,20.015932,22.040663,3,52,1.5
645,Iraq,1963,6451963,1,3000,1.5,0,1,1,2,0,1,-5,-5,2.63,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7468223,15.83,15.8,0.2,-1.61,0.4,-0.92,,,,,1,0,,3,0,,,,,,,
645,Iraq,1964,6451964,2,3000,1.5,1.5,1,1,1,2,1,-5,-5,2.6,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,7711071,15.86,15.83,0.4,-0.92,0.2,-1.61,,,,,0,1,,3,3,,,,,,,
645,Iraq,1965,6451965,3,3000,1.5,1.5,1,1,5,1,1,-5,-5,2.65,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7970746,15.89,15.86,0.9,-0.11,0.4,-0.92,,,,,0,0,,3,3,,,,,,,
645,Iraq,1966,6451966,4,3000,1.5,1.5,1,1,1,5,1,-5,-5,2.73,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8240451,15.92,15.89,1,0,0.9,-0.11,,,,,0,0,,3,3,,,,,,,
645,Iraq,1967,6451967,5,150,0,1.5,1,1,0,1,1,-5,-5,3.25,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,8519282,15.96,15.92,0.5,-0.69,1,0,,,,,0,0,,0,3,,,,,,,
645,Iraq,1968,6451968,6,1500,1,0,1,1,1,0,1,-7,-5,3.12,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,8807547,15.99,15.96,0,,0.5,-0.69,,,,,1,0,,2,0,,,,,,,
645,Iraq,1969,6451969,7,3000,1.5,1,1,1,0,1,1,-7,-7,3.47,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,9105567,16.02,15.99,0,,0,,,,,,0,1,,3,2,,,,,,,
645,Iraq,1970,6451970,8,150,0,1.5,1,1,0,0,1,-7,-7,3.74,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,9413671,16.06,16.02,0,,0,,,,,,0,0,,0,3,92000,0.900974,,,,,
645,Iraq,1971,6451971,9,150,0,0,0,1,0,0,1,-7,-7,2.96,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9732199,16.09,16.06,0,,0,,,,,,0,0,,0,0,,,,,,,
645,Iraq,1972,6451972,10,650,0.5,0,0,0,0,0,1,-7,-7,3.14,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.01E+07,16.12,16.09,0,,0,,,,,,0,0,,1,0,,,,,,,
645,Iraq,1973,6451973,11,650,0.5,0.5,0,0,1,0,1,-7,-7,2.34,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1.04E+07,16.16,16.12,0,,0,,,,,,0,0,,1,1,,,,,,,
645,Iraq,1974,6451974,12,12000,2.5,0.5,1,0,0,1,1,-7,-7,1.05,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1.08E+07,16.19,16.16,0,,0,,,,,,0,0,,5,1,,,,,,,
645,Iraq,1975,6451975,13,12000,2.5,2.5,1,1,0,0,1,-7,-7,0.84,1,0,0,1,1,0,,,,,,,,,,,1,0,1,,,,,,,1.11E+07,16.22,16.19,,,0,,,,,,0,0,,5,5,,,,,,,
645,Iraq,1976,6451976,14,0,0,2.5,0,1,0,0,1,-7,-7,0.87,,,,1,0,0,1,,,,1,,,,,,0,0,0,1,,,1,0,1,1.15E+07,16.26,16.22,,,,,0,,,4,0,0,,0,5,,,,,,,
645,Iraq,1988,6451988,1,96000,4,0,1,1,0,0,1,-9,-9,2.93,0,1,1,1,1,0,3,3,0,3,6,12,7,19,0,6,3,0,2,2,1,2,0,0,0,1.70E+07,16.65,16.26,0,,0,,1,1,0,5,0,0,1,8,0,677809,3.804752,0.570356,,0,17,0
645,Iraq,1989,6451989,2,96000,4,4,0,1,0,0,1,-9,-9,2.71,0,0,0,0,1,1,3,6,3,6,6,12,12,18,3,6,2,2,2,4,2,4,3,0,2,1.76E+07,16.68,16.65,0,,0,,0,1,0,4,0,0,4,8,8,675000,3.6786122,-0.41442353,0.570356,3,19,2
645,Iraq,1990,6451990,3,96000,4,4,0,0,0,0,0,-9,-9,4.05,0,0,0,0,0,0,7,10,6,13,12,18,12,24,3,6,0,2,1,3,4,5,2,2,2,1.81E+07,16.71,16.68,0,,0,,1,0,0,5,0,0,0,8,8,712109,3.7678006,5.4976296,-0.41442353,6,18,4
645,Iraq,1991,6451991,4,48000,3.5,4,1,0,1,0,0,-9,-9,79.95,0,,0,0,0,0,2,9,10,12,13,25,18,31,7,12,2,6,4,5,3,7,0,2,1,1.75E+07,16.68,16.71,0,,0,,1,1,0,5,0,0,4,7,8,669830,3.4510972,-5.937153,5.4976296,13,24,4.5
645,Iraq,1992,6451992,5,0,0,3.5,1,1,3,1,0,-9,-9,55.27,,,,0,13,0,0,2,9,9,9,22,25,34,2,13,2,1,2,6,5,7,2,6,4,1.79E+07,16.7,16.68,0,,0,,1,1,0,5,0,0,4,0,7,714389,3.5840871,6.652285,-5.937153,12,31,7
652,Syria,1981,6521981,1,12000,2.5,0,0,0,0,0,1,-9,-9,5.35,0,0,2,0,0,1,0,2,1,3,5,8,1,9,2,3,0,0,0,0,0,0,0,0,0,9049230,16.02,17.51,,,,,0,0,0,5,0,0,0,5,0,305000,3.2748091,27.1766,,3,5,0
652,Syria,1982,6521982,2,24000,3,2.5,0,0,1,0,1,-9,-9,5.97,0,0,2,0,0,1,0,0,2,2,1,6,8,9,0,5,0,0,0,0,0,0,0,0,0,9386648,16.05,16.02,,,,,0,0,0,5,0,0,0,6,5,335000,3.462561,9.836065,27.1766,3,9,0
652,Syria,1983,6521983,3,0,0,3,0,0,0,1,1,-9,-9,5.43,,,,0,0,1,1,1,0,1,6,7,6,12,0,1,1,0,1,1,0,1,0,0,0,9735117,16.09,16.05,,,,,0,0,0,4,0,0,0,0,6,366000,3.6416888,9.253732,9.836065,2,9,0
700,Afghanistan,1978,7001978,1,24000,3,0,1,0,1,0,1,0,-7,34.96,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E+07,16.54,16.52,0.7,-0.36,0.5,-0.69,0,0,,3.5,1,0,0,6,0,25300,0.17638254,13.96396,,0,0,0
700,Afghanistan,1979,7001979,2,48000,3.5,3,1,1,3,1,1,-7,0,35.43,2,0,0,0,0,0,1,3,2,3,1,1,0,1,2,0,1,0,1,1,0,1,0,0,0,1.56E+07,16.56,16.54,0,,0.7,-0.36,0,0,,5,2,1,0,7,6,25300,0.17211895,0,13.96396,2,0,0
700,Afghanistan,1980,7001980,3,48000,3.5,3.5,1,1,0,3,1,-7,-7,26.02,1,0,0,1,0,0,1,2,3,4,1,2,1,2,1,1,0,0,0,1,1,1,1,0,1,1.50E+07,16.53,16.56,0,,0,,1,0,,5,0,2,0,7,7,25800,0.17127775,1.9762846,0,3,1,1
700,Afghanistan,1981,7001981,4,48000,3.5,3.5,1,1,0,0,1,-7,-7,24.61,1,0,0,1,0,0,0,1,2,2,0,1,2,2,1,1,0,0,0,0,1,1,0,0,0,1.37E+07,16.43,16.53,0,,0,,1,1,0,5,0,0,2,7,7,31700,0.20583314,22.868217,1.9762846,4,2,0.5
700,Afghanistan,1982,7001982,5,96000,4,3.5,1,1,0,0,1,-7,-7,21.64,1,0,0,1,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.26E+07,16.35,16.43,0,,0,,1,1,0,5,0,0,2,8,7,28000,0.17782336,-11.671925,22.868217,2,2,0.5
700,Afghanistan,1983,7001983,6,96000,4,4,1,1,0,0,1,-7,-7,19.59,1,0,0,1,0,0,1,2,1,2,5,5,0,5,1,0,0,0,0,0,0,0,0,0,0,1.24E+07,16.34,16.35,0,,0,,1,1,0,5,0,0,2,8,8,29000,0.18013726,3.5714285,-11.671925,2,1,0
700,Afghanistan,1984,7001984,7,192000,4.5,4,1,1,0,0,1,-7,-7,18.48,1,0,0,1,0,0,0,1,2,2,3,8,5,8,1,5,0,0,0,0,0,0,0,0,0,1.28E+07,16.36,16.34,0,,0,,0,1,0,4.5,0,0,4,9,8,30000,0.1822643,3.4482758,3.5714285,2,5,0
700,Afghanistan,1985,7001985,8,192000,4.5,4.5,1,1,0,0,1,-7,-7,21.37,1,0,0,1,0,0,0,0,1,1,1,4,8,9,0,3,1,0,0,0,0,0,0,0,0,1.31E+07,16.39,16.36,0,,0,,1,0,0,5,0,0,0,9,9,31000,0.18421152,3.3333333,3.4482758,2,8,0
