ccode,country,year,cyr,genyr,severity,magnitud,maglag,stfl,stfllag,coups,couplag,coldwar,regtype,rtyplag,marg,iperp,itarget,ineutral,iperplag,itarglag,ineutlag,ainr,ainr2y,ainr2ylg,ainr3y,aibr,aibr2y,aibr2ylg,aibr3y,ainrlag,aibrlag,economist,newsweek,avmdia,avmdia2y,avm2ylag,avmdia3y,econolag,nwswklag,avmdiala,pop,lpop,lpoplag,usmil,lusmil,usmillag,lusmilag,unchr,unchrlag,physint,ptsavg,archigos,archilag,punishlg,mag010,mag010lg,telephon,telep100,chngtele,chngtlag,ainr3ylg,aibr3ylg,avm3ylag
700,Afghanistan,1986,7001986,9,96000,4,4.5,1,1,0,0,1,-7,-7,21.11,1,0,0,1,0,0,1,1,0,1,3,4,4,7,0,1,1,0,1,1,0,1,1,0,0,1.31E+07,16.39,16.39,0,,0,,1,1,0,5,0,0,4,8,9,32000,0.18644153,3.2258065,3.3333333,1,9,0.5
700,Afghanistan,1987,7001987,10,96000,4,4,1,1,1,0,1,-7,-7,32.09,1,0,0,1,0,0,0,1,1,1,1,4,4,5,1,3,1,0,1,2,1,2,1,0,1,1.30E+07,16.38,16.39,0,,0,,1,1,0,4.5,0,0,4,8,8,33000,0.18851426,3.125,3.2258065,1,7,1
700,Afghanistan,1988,7001988,11,48000,3.5,4,1,1,0,1,1,-7,-7,42.74,1,0,1,1,0,0,1,1,1,2,3,4,4,7,0,1,0,0,0,1,2,2,1,0,1,1.31E+07,16.39,16.38,0,,0,,1,1,0,4.5,0,0,4,7,8,34000,0.19043499,3.030303,3.125,1,5,1.5
700,Afghanistan,1989,7001989,12,48000,3.5,3.5,1,1,0,0,1,-8,-7,56.69,1,1,0,1,0,1,1,2,1,2,3,6,4,7,1,3,0,0,0,0,1,1,0,0,0,1.34E+07,16.41,16.39,0,,0,,1,1,0,4.5,0,0,4,7,7,35000,0.19220889,2.9411764,3.030303,2,7,1
700,Afghanistan,1990,7001990,13,48000,3.5,3.5,1,1,1,0,0,-8,-8,58.53,1,0,0,1,1,0,0,1,2,2,4,7,6,10,1,3,0,0,0,0,0,0,0,0,0,1.34E+07,16.41,16.41,0,,0,,1,1,0,4,0,0,4,7,7,36200,0.19491783,3.4285715,2.9411764,2,7,0.5
700,Afghanistan,1991,7001991,14,48000,3.5,3.5,1,1,0,1,0,-8,-8,80.77,1,0,0,1,0,0,0,0,1,1,5,9,7,12,0,4,0,0,0,0,0,0,0,0,0,1.35E+07,16.42,16.41,0,,0,,1,1,1,4.5,0,0,4,7,7,37000,0.19481876,2.2099447,3.4285715,2,10,0
700,Afghanistan,1992,7001992,15,48000,3.5,3.5,1,1,1,0,0,0,-8,87.71,0,0,0,1,0,0,0,0,0,0,8,13,9,17,0,5,0,0,0,0,0,0,0,0,0,1.49E+07,16.51,16.42,0,,0,,1,1,,4.5,1,0,4,7,7,29000,0.14931832,-21.621622,2.2099447,1,12,0
700,Afghanistan,1993,7001993,16,0,0,3.5,1,1,0,1,0,0,0,65.6,,,,0,0,0,0,0,0,0,5,13,13,18,0,8,1,0,1,1,0,1,0,0,0,1.68E+07,16.64,16.51,0,,0,,1,1,,4.5,0,1,4,0,7,29000,0.14601557,0,-21.621622,0,17,0
710,China,1959,7101959,1,96000,4,0,1,1,0,0,1,-8,-8,0.36,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,6.54E+08,20.3,20.29,,,,,,,,,0,0,,8,0,,,,,,,
710,China,1960,7101960,2,0,0,4,0,1,0,0,1,-8,-8,0.47,,,,0,1,0,,,,,,,,,,,,,,,,,,,,6.51E+08,20.29,20.3,,,,,,,,,0,0,,0,8,,,,,,,
710,China,1966,7101966,1,48000,3.5,0,1,0,1,0,1,-9,-8,0.75,0,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,7.36E+08,20.42,20.39,,,,,,,,,0,0,,7,0,,,,,,,
710,China,1967,7101967,2,48000,3.5,3.5,1,1,0,1,1,-9,-9,0.89,0,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,7.55E+08,20.44,20.42,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1968,7101968,3,48000,3.5,3.5,1,1,0,0,1,-9,-9,1.02,0,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,7.76E+08,20.47,20.44,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1969,7101969,4,48000,3.5,3.5,1,1,0,0,1,-8,-9,1.18,0,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,7.99E+08,20.5,20.47,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1970,7101970,5,48000,3.5,3.5,0,1,0,0,1,-8,-8,1.31,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,8.20E+08,20.53,20.5,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1971,7101971,6,48000,3.5,3.5,0,0,0,0,1,-8,-8,1.36,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,8.42E+08,20.55,20.53,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1972,7101972,7,48000,3.5,3.5,0,0,0,0,1,-8,-8,1.21,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,8.63E+08,20.58,20.55,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1973,7101973,8,48000,3.5,3.5,0,0,0,0,1,-8,-8,0.99,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,8.83E+08,20.6,20.58,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1974,7101974,9,48000,3.5,3.5,0,0,0,0,1,-8,-8,1.08,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,9.01E+08,20.62,20.6,,,,,,,,,0,0,,7,7,,,,,,,
710,China,1975,7101975,10,48000,3.5,3.5,0,0,0,0,1,-8,-8,1.08,0,0,0,0,2,0,0,,,,0,,,,,,0,0,0,,,,,,,9.18E+08,20.64,20.62,,,,,,,,,0,0,,7,7,1692000,0.18463653,,,,,
710,China,1976,7101976,11,0,0,3.5,0,0,0,0,1,-7,-8,1.39,,,,0,1,0,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,0,9.33E+08,20.65,20.64,,,,,0,,,4,0,0,,0,7,1761000,0.18921547,4.0780144,,,,
770,Pakistan,1971,7701971,1,512000,5,0,1,0,0,0,1,0,0,5.83,0,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,6.75E+07,18.03,18,0.7,-0.36,0.8,-0.22,,,,,1,0,,10,0,,,,,,,
770,Pakistan,1972,7701972,2,0,0,5,0,1,0,0,1,4,0,5.76,,,,0,1,2,,,,,,,,,,,,,,,,,,,,6.93E+07,18.05,18.03,0.4,-0.92,0.7,-0.36,,,,,0,1,,0,10,,,,,,,
770,Pakistan,1973,7701973,1,1500,1,0,1,0,0,0,1,8,4,5.69,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,7.11E+07,18.08,18.05,1.2,0.18,0.4,-0.92,,,,,0,0,,2,0,,,,,,,
770,Pakistan,1974,7701974,2,3000,1.5,1,1,1,0,0,1,8,8,5.69,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,7.29E+07,18.1,18.08,0.9,-0.11,1.2,0.18,,,,,0,0,,3,2,,,,,,,
770,Pakistan,1975,7701975,3,1500,1,1.5,1,1,0,0,1,8,8,5.24,0,0,1,0,0,1,0,,,,0,,,,,,0,0,0,,,,,,,7.47E+07,18.13,18.1,0.9,-0.11,0.9,-0.11,,,,,0,0,,2,3,208000,0.29282165,,,,,
770,Pakistan,1976,7701976,4,650,0.5,1,1,1,0,0,1,8,8,5.65,0,0,1,0,0,1,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,0,7.65E+07,18.15,18.13,1.2,0.18,0.9,-0.11,0,,,,0,0,,1,2,227000,0.30966428,9.134615,,,,
770,Pakistan,1977,7701977,5,650,0.5,0.5,1,1,1,0,1,-7,8,5.93,0,0,1,0,0,1,1,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7.82E+07,18.17,18.15,0.9,-0.11,1.2,0.18,0,0,,3.5,1,0,0,1,1,242000,0.31999382,6.6079297,9.134615,,,
770,Pakistan,1978,7701978,6,0,0,0.5,0,1,0,1,1,-7,-7,5.25,,,,0,0,1,2,3,1,3,3,5,2,5,1,2,0,0,0,0,0,0,0,0,0,8.01E+07,18.2,18.17,1.5,0.41,0.9,-0.11,0,0,,3,0,1,0,0,1,260000,0.33340886,7.4380164,6.6079297,1,2,0
775,Burma/Myanm,1978,7751978,1,6000,2,0,1,1,0,0,1,-6,-6,45.55,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3.19E+07,17.28,17.26,0,,0,,1,0,,3,0,0,0,4,0,27200,0.084838316,2.641509,,0,0,0
775,Burma/Myanm,1979,7751979,2,0,0,2,1,1,0,0,1,-6,-6,45.42,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E+07,17.29,17.28,0,,0,,0,1,,2.5,0,0,1,0,4,28200,0.08596792,3.6764705,2.641509,0,0,0
780,Sri Lanka/C,1989,7801989,1,24000,3,0,1,1,0,0,1,5,5,16.07,0,0,0,1,0,0,2,3,0,4,12,21,0,34,1,9,0,0,0,0,0,0,0,0,0,1.71E+07,16.66,16.64,0.2,-1.61,0.3,-1.2,0,0,0,5,0,0,0,6,0,105483,0.62425745,1.895268,,3,39,0
780,Sri Lanka/C,1990,7801990,2,1500,1,3,1,1,0,0,0,5,5,14.69,0,0,0,0,0,0,2,4,3,5,19,31,21,40,2,12,0,0,0,0,0,0,0,0,0,1.74E+07,16.67,16.66,0.3,-1.2,0.2,-1.61,0,0,0,5,0,0,0,2,6,121388,0.70931005,15.078259,1.895268,4,34,0
780,Sri Lanka/C,1991,7801991,3,0,0,1,1,1,0,0,0,5,5,13.2,,,,0,0,0,1,3,4,5,16,35,31,47,2,19,2,0,1,1,0,1,0,0,0,1.76E+07,16.68,16.67,0.3,-1.2,0.3,-1.2,0,0,0,4.5,0,0,0,0,2,125834,0.72633916,3.6626356,15.078259,5,40,0
811,Cambodia/Ka,1975,8111975,1,512000,5,0,1,1,1,0,1,0,-5,171.7,0,2,0,0,1,0,0,,,,0,,,,,,0,0,0,,,,,,,7491268,15.83,15.85,757.9,6.63,1357.1,7.21,,,,,1,0,,10,0,,,,,,,
811,Cambodia/Ka,1976,8111976,2,512000,5,5,1,1,2,1,1,-7,0,106.31,0,1,0,0,2,0,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,0,7227154,15.79,15.83,0,,757.9,6.63,0,,,5,0,1,,10,10,,,,,,,
811,Cambodia/Ka,1977,8111977,3,192000,4.5,5,0,1,2,2,1,-7,-7,143.66,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6991474,15.76,15.79,0,,0,,1,0,,5,0,0,0,9,10,,,,,,,
811,Cambodia/Ka,1978,8111978,4,96000,4,4.5,0,0,2,2,1,-7,-7,403.47,0,2,0,0,2,0,1,2,1,2,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,6767162,15.73,15.76,0,,0,,1,1,,3,0,0,4,8,9,,,,,1,0,0
811,Cambodia/Ka,1979,8111979,5,12000,2.5,4,1,0,0,2,1,0,-7,419.38,0,2,0,0,2,0,1,2,2,3,1,2,1,2,1,1,0,0,0,1,1,1,0,1,1,6733638,15.72,15.73,0,,0,,1,1,,3,0,0,4,5,8,,,,,2,1,0.5
811,Cambodia/Ka,1980,8111980,6,0,0,2.5,1,1,0,0,1,0,0,189.99,,,,0,2,0,0,1,2,2,0,1,2,2,1,1,0,0,0,0,1,1,0,0,0,6888021,15.75,15.72,0,,0,,1,1,,3,0,0,4,0,5,,,,,3,2,0.5
817,"Vietnam, So",1965,8171965,1,48000,3.5,0,1,1,3,2,1,-3,-3,15.47,4,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,3.73E+07,17.43,17.4,1717.2,7.45,1061.2,6.97,,,,,3,2,,7,0,,,,,,,
817,"Vietnam, So",1966,8171966,2,48000,3.5,3.5,0,1,0,3,1,-3,-3,12.93,6,1,0,3,1,0,,,,,,,,,,,,,,,,,,,,3.84E+07,17.46,17.43,3599.8,8.19,1717.2,7.45,,,,,0,3,,7,7,,,,,,,
817,"Vietnam, So",1967,8171967,3,48000,3.5,3.5,0,0,0,0,1,-3,-3,10.79,6,1,0,6,1,0,,,,,,,,,,,,,,,,,,,,3.95E+07,17.49,17.46,3346.3,8.12,3599.8,8.19,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1968,8171968,4,48000,3.5,3.5,0,0,0,0,1,-3,-3,13.91,6,1,0,6,1,0,,,,,,,,,,,,,,,,,,,,4.05E+07,17.52,17.49,6064.7,8.71,3346.3,8.12,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1969,8171969,5,48000,3.5,3.5,0,0,1,0,1,-3,-3,11.17,6,1,0,6,1,0,,,,,,,,,,,,,,,,,,,,4.15E+07,17.54,17.52,7155.1,8.88,6064.7,8.71,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1970,8171970,6,48000,3.5,3.5,0,0,0,1,1,-3,-3,15.8,6,1,0,6,1,0,,,,,,,,,,,,,,,,,,,,4.26E+07,17.57,17.54,6976.3,8.85,7155.1,8.88,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1971,8171971,7,48000,3.5,3.5,0,0,0,0,1,-3,-3,11.08,5,1,0,6,1,0,,,,,,,,,,,,,,,,,,,,4.36E+07,17.59,17.57,8043.4,8.99,6976.3,8.85,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1972,8171972,8,48000,3.5,3.5,0,0,0,0,1,-3,-3,11.21,5,1,0,5,1,0,,,,,,,,,,,,,,,,,,,,4.47E+07,17.61,17.59,10308.8,9.24,8043.4,8.99,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1973,8171973,9,48000,3.5,3.5,0,0,0,0,1,-3,-3,16.24,2,1,0,5,1,0,,,,,,,,,,,,,,,,,,,,4.57E+07,17.64,17.61,12797.1,9.46,10308.8,9.24,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1974,8171974,10,48000,3.5,3.5,0,0,0,0,1,-3,-3,46.73,0,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,4.69E+07,17.66,17.64,2798.5,7.94,12797.1,9.46,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1975,8171975,11,48000,3.5,3.5,0,0,0,0,1,-3,-3,12.64,0,1,0,0,1,0,0,,,,0,,,,,,0,0,0,,,,,,,4.81E+07,17.69,17.66,1877.4,7.54,2798.5,7.94,,,,,0,0,,7,7,,,,,,,
817,"Vietnam, So",1976,8171976,12,0,0,3.5,0,1,0,0,1,-7,-7,12.03,,,,0,1,0,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,0,4.93E+07,17.71,17.69,0,,1877.4,7.54,,,,5,0,0,,0,7,,,,,,,
840,Philippines,1972,8401972,1,6000,2,0,1,1,0,0,1,-9,2,3.14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4.09E+07,17.53,17.5,83,4.42,74.7,4.31,,,,,0,0,,4,0,,,,,,,
840,Philippines,1973,8401973,2,12000,2.5,2,1,1,0,0,1,-9,-9,2.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4.20E+07,17.55,17.5,192.4,5.26,192.4,5.26,,,,,0,0,,5,4,,,,,,,
840,Philippines,1974,8401974,3,12000,2.5,2.5,1,1,0,0,1,-9,-9,2.6,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,4.32E+07,17.58,17.5,94.2,4.55,94.2,4.55,,,,,0,0,,5,5,,,,,,,
840,Philippines,1975,8401975,4,12000,2.5,2.5,1,1,0,0,1,-9,-9,2.78,0,0,0,0,1,0,0,,,,0,,,,,,0,0,0,,,,,,,4.43E+07,17.61,17.5,113,4.73,113,4.73,,,,,0,0,,5,5,284000,0.67557186,,,,,
840,Philippines,1976,8401976,5,6000,2,2.5,1,1,0,0,1,-9,-9,2.91,0,0,0,0,0,0,1,1,,,1,1,,,0,0,0,0,0,0,,,0,0,0,4.56E+07,17.63,17.5,82.3,4.41,82.3,4.41,0,,,3.5,0,0,,4,5,304000,0.70375526,7.0422535,,,,
840,Philippines,1977,8401977,6,0,0,2,1,1,0,0,1,-9,-9,2.91,,,,0,0,0,2,3,1,3,0,1,1,1,1,1,0,3,2,2,0,2,0,0,0,4.69E+07,17.66,17.5,107.7,4.68,107.7,4.68,0,0,,3.5,0,0,0,0,4,364000,0.8202244,19.736841,7.0422535,,,
850,Indonesia,1965,8501965,1,512000,5,0,0,0,1,0,1,-5,-5,2.53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.11E+08,18.52,17.5,0.7,-0.36,8.4,2.13,,,,,0,0,,10,0,121000,0.116370454,,,,,
850,Indonesia,1966,8501966,2,192000,4.5,5,0,0,1,1,1,-6,-5,3.23,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.13E+08,18.54,17.5,0,,0.7,-0.36,,,,,1,0,,9,10,,,,,,,
850,Indonesia,1967,8501967,3,0,0,4.5,1,0,0,1,1,-7,-6,3.09,,,,1,0,0,,,,,,,,,,,,,,,,,,,,1.15E+08,18.56,17.5,12.6,2.53,0,,,,,,0,1,,0,9,,,,,,,
850,Indonesia,1975,8501975,1,48000,3.5,0,1,0,0,0,1,-7,-7,1.42,1,0,0,1,0,0,0,,,,0,,,,,,0,0,0,,,,,,,1.35E+08,18.72,17.5,66.1,4.19,70.5,4.26,,,,,0,0,,7,0,207500,0.15800041,,,,,
850,Indonesia,1976,8501976,2,48000,3.5,3.5,1,1,0,0,1,-7,-7,1.33,1,0,0,1,0,0,1,1,,,3,3,,,0,0,0,0,0,0,,,0,0,0,1.38E+08,18.74,17.5,170.7,5.14,66.1,4.19,0,,,3.5,0,0,,7,7,219400,0.1633372,5.7349396,,,,
850,Indonesia,1977,8501977,3,24000,3,3.5,1,1,0,0,1,-7,-7,1.26,0,0,0,1,0,0,3,4,1,4,2,5,3,5,1,3,1,0,1,1,0,1,0,0,0,1.41E+08,18.77,17.5,115.2,4.75,170.7,5.14,1,0,,4,0,0,0,6,7,241000,0.17547269,9.845032,5.7349396,,,
850,Indonesia,1978,8501978,4,24000,3,3,1,1,0,0,1,-7,-7,1.36,0,0,0,0,0,0,1,4,4,5,8,10,5,13,3,2,0,0,0,1,1,1,1,0,1,1.44E+08,18.79,17.5,153.6,5.03,115.2,4.75,1,1,,3.5,0,0,2,6,6,275100,0.19595322,14.149378,9.845032,4,5,0.5
850,Indonesia,1979,8501979,5,12000,2.5,3,1,1,0,0,1,-7,-7,1.4,0,0,0,0,0,0,1,2,4,5,1,9,10,11,1,8,0,0,0,0,1,1,0,0,0,1.47E+08,18.81,17.5,85.2,4.45,153.6,5.03,1,1,,3,0,0,2,5,6,317100,0.221022,15.267176,14.149378,5,13,0.5
850,Indonesia,1980,8501980,6,12000,2.5,2.5,1,1,0,0,1,-7,-7,1.2,0,0,0,0,0,0,1,2,2,3,6,7,9,15,1,1,0,0,0,0,0,0,0,0,0,1.50E+08,18.83,17.5,74.5,4.31,85.2,4.45,1,1,,3.5,0,0,2,5,5,375800,0.25637522,18.51151,15.267176,5,11,0.5
850,Indonesia,1981,8501981,7,6000,2,2.5,1,1,0,0,1,-7,-7,1.09,0,0,0,0,0,0,0,1,2,2,5,11,7,12,1,6,0,0,0,0,0,0,0,0,0,1.54E+08,18.85,17.5,66.1,4.19,74.5,4.31,0,1,2,4,0,0,2,4,5,427185,0.28531104,13.673496,18.51151,3,15,0
850,Indonesia,1982,8501982,8,6000,2,2,1,1,0,0,1,-7,-7,0.92,0,0,0,0,0,0,0,0,1,1,5,10,11,16,0,5,0,0,0,0,0,0,0,0,0,1.57E+08,18.87,17.5,81,4.39,66.1,4.19,1,0,4,3.5,0,0,0,4,4,475459,0.31097513,11.30049,13.673496,2,12,0
850,Indonesia,1983,8501983,9,6000,2,2,1,1,0,0,1,-7,-7,0.94,0,0,0,0,0,0,2,2,0,2,7,12,10,17,0,5,0,0,0,0,0,0,0,0,0,1.60E+08,18.89,17.5,50.3,3.92,81,4.39,1,1,4,3.5,0,0,1,4,4,503253,0.3224622,5.84572,11.30049,1,16,0
850,Indonesia,1984,8501984,10,3000,1.5,2,1,1,0,0,1,-7,-7,1.04,0,0,0,0,0,0,0,2,2,2,7,14,12,19,2,7,0,0,0,0,0,0,0,0,0,1.63E+08,18.91,17.5,84,4.43,50.3,3.92,1,1,1,4,0,0,2,3,4,536102,0.33669916,6.5273333,5.84572,2,17,0
850,Indonesia,1985,8501985,11,1500,1,1.5,1,1,0,0,1,-7,-7,1.3,0,0,0,0,0,0,2,2,2,4,21,28,14,35,0,7,0,0,0,0,0,0,0,0,0,1.66E+08,18.93,17.5,58.9,4.08,84,4.43,0,1,3,4,0,0,1,2,3,602356,0.37102854,12.358469,6.5273333,2,19,0
850,Indonesia,1986,8501986,12,650,0.5,1,1,1,0,0,1,-7,-7,1.54,0,0,0,0,0,0,1,3,2,3,24,45,28,52,2,21,0,1,1,1,0,1,0,0,0,1.69E+08,18.95,17.5,35.3,3.56,58.9,4.08,0,0,5,3,0,0,0,1,2,677279,0.40939552,12.438326,12.358469,4,35,0
850,Indonesia,1987,8501987,13,3000,1.5,0.5,1,1,0,0,1,-7,-7,1.61,0,0,0,0,0,0,1,2,3,4,21,45,45,66,1,24,0,0,0,1,1,1,0,1,1,1.72E+08,18.96,17.5,19.6,2.98,35.3,3.56,0,0,2,3,0,0,0,3,1,759127,0.4505688,12.084827,12.438326,3,52,0.5
850,Indonesia,1988,8501988,14,150,0,1.5,1,1,0,0,1,-7,-7,1.69,0,0,0,0,0,0,0,1,2,2,16,37,45,61,1,21,2,0,1,1,1,2,0,0,0,1.75E+08,18.98,17.5,9.2,2.22,19.6,2.98,0,0,4,3,0,0,0,0,3,828812,0.48330152,9.179624,12.084827,4,66,0.5
850,Indonesia,1989,8501989,15,650,0.5,0,1,1,0,0,1,-7,-7,1.55,0,0,0,0,0,0,0,0,1,1,5,21,37,42,0,16,0,1,1,2,1,2,2,0,1,1.79E+08,19,17.5,4.3,1.46,9.2,2.22,0,0,4,3,0,0,0,1,0,863814,0.49514413,4.223153,9.179624,2,61,1.5
850,Indonesia,1990,8501990,16,3000,1.5,0.5,1,1,0,0,0,-7,-7,1.44,0,0,0,0,0,0,0,0,0,0,8,13,21,29,0,5,4,0,2,3,2,4,0,1,1,1.82E+08,19.02,17.5,2.6,0.96,4.3,1.46,0,0,0,3.5,0,0,0,3,1,1066222,0.6010774,23.431896,4.223153,1,42,1.5
850,Indonesia,1991,8501991,17,150,0,1.5,1,1,0,0,0,-7,-7,1.3,0,0,0,0,0,0,1,1,0,1,14,22,13,27,0,8,2,0,1,3,3,4,4,0,2,1.85E+08,19.04,17.5,38.2,3.64,2.6,0.96,0,0,1,4,0,0,0,0,3,1295002,0.7183591,21.45707,23.431896,0,29,3.5
850,Indonesia,1992,8501992,18,650,0.5,0,0,1,0,0,0,-7,-7,1.24,0,0,0,0,0,0,0,1,1,1,12,26,22,34,1,14,4,0,2,3,3,5,2,0,1,1.88E+08,19.05,17.5,2.9,1.06,38.2,3.64,1,0,0,4,0,0,0,1,0,1652378,0.90235054,27.59656,21.45707,1,27,3.5
850,Indonesia,1993,8501993,19,0,0,0.5,0,0,0,0,0,-7,-7,1.24,,,,0,0,0,1,1,1,2,17,29,26,43,0,12,2,0,1,3,3,4,4,0,2,1.91E+08,19.07,17.5,,,2.9,1.06,1,1,1,4,0,0,4,0,1,1863947,1.0024805,12.80391,27.59656,1,34,5